ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,2019_sale
105,Tennessee-Franklin,209 S Royal Oaks Blvd,37064,94224,1.0,1.0,1.0,1757313,35016,21507,12483,9024,4836,21110,25946,46,57.28355834,41.25614068,16.02741766,9.120607977999999,50.76127665,59.88188462,
106,Tennessee-Clarksville,2780 Wilma Rudolph Blvd,37040,47125,1.0,1.0,,3807228,26951,44927,31417,13510,9487,3957,13444,-3,206.5360051,188.9250277,17.61097737,18.29675348,-8.1494324,10.14732108,7798053.0
107,Georgia-Warner Robins,2063 Watson Blvd,31093,13153,1.0,1.0,,313514,3347,3755,3010,745,157,2455,2612,-10,54.66755572,53.88558354,0.7819721829999999,1.143260454,17.07707076,18.22033121,6992610.0
108,Georgia-Newnan,361 Newnan Crossing Bypass,30265,13077,1.0,1.0,1.0,148509,2511,1680,1096,584,110,1811,1921,6,11.4088969,7.442947027000001,3.965949876,0.7470111070000001,12.29851922,13.04553033,8607180.0
109,Alabama-Huntsville,1401 Memorial Pkwy NW,35816,1089,1.0,1.0,,1404640,7979,16117,13688,2429,661,4894,5555,-5,219.4176395,187.12868480000003,32.28895471,8.988020684,35.36639485,44.35441553,8698868.0
110,Georgia-Columbus,3131 Manchester Expy,31909,13215,1.0,1.0,,195769,1600,2774,1922,852,204,544,748,0,14.2279029,9.857977422000001,4.369925475,1.046320184,2.790187158,3.836507342,5757621.0
111,Illinois-O'Fallon,1287 Central Park Dr,62269,34282,1.0,1.0,1.0,1922363,7268,21713,19261,2452,762,4066,4828,-12,261.0908411,233.7357424,27.35509867,9.0863356,45.03802344,54.12435905,10767010.0
112,Florida-Orange Park,1919 Wells Rd,32073,24050,1.0,1.0,1.0,1693696,15556,21277,15380,5897,2389,7275,9664,-5,216.2278124,223.7465147,-7.518702291,4.473684344,-18.64941819,-14.17573385,11751057.0
113,Alabama-Trussville,5036 Pinnacle Square,35235,1073,1.0,1.0,1.0,3222622,-1630,38067,32126,5941,2073,-9598,-7525,-46,273.4678961,266.45024190000004,7.017654173,13.71054187,-29.64922676,-15.93868488,7337760.0
114,Missouri-Fenton,665 Gravois Bluffs Blvd,63026,58288,1.0,1.0,1.0,4415897,-3259,51032,44474,6558,3877,-13626,-9749,-68,294.0251329,287.22134,6.803792858,15.85297632,-35.62358164,-19.77060532,10735855.0
115,Missouri-Ballwin,13907 Manchester Road,63011,29189,1.0,1.0,1.0,1193275,-1629,12965,12348,617,1804,-4028,-2224,-22,20.55723676,20.77109808,-0.213861315,2.142434453,-5.9743548870000005,-3.831920434,
116,Missouri-O'Fallon,20 O'Fallon Square,63366,29183,1.0,1.0,1.0,402022,3242,4289,2988,1301,387,1567,1954,-13,10.71176146,7.462518825,3.249242634,0.966531053,3.913576639,4.880107692,9366166.0
117,Alabama-Hoover,5501 Grove Blvd,35226,1073,1.0,1.0,1.0,3222622,-1630,38067,32126,5941,2073,-9598,-7525,-46,273.4678961,266.45024190000004,7.017654173,13.71054187,-29.64922676,-15.93868488,9268894.0
118,Alabama-Montgomery,1500 Eastdale Mall,36117,1101,1.0,1.0,,3807228,26951,44927,31417,13510,9487,3957,13444,-3,206.5360051,188.9250277,17.61097737,18.29675348,-8.1494324,10.14732108,4917968.0
119,Iowa-Waterloo,2060 Crossroads Blvd #2001,50702,19013,1.0,1.0,,131228,-495,1660,1212,448,188,-1129,-941,-2,12.6259265,9.218447544,3.40747896,1.429924206,-8.587151217999999,-7.157227012000001,4681792.0
120,Florida-Lake Mary,3750 Flagg Ln,32746,12117,1.0,1.0,1.0,504174,3262,5112,4142,970,836,1469,2305,-13,33.98642034,36.50886753,-2.522447181,1.697574509,-24.05249133,-22.35491682,8216825.0
121,Florida-Orlando,11100 E Colonial Dr,32817,12095,1.0,1.0,1.0,5271545,15418,61511,35955,25556,14109,-24187,-10078,-60,90.83508752,68.79145378,22.04363374,12.12685497,1.7624852030000002,13.88934017,
122,Minnesota-Blaine,4405 NE Pheasant Ridge Dr,55449,54126,1.0,1.0,1.0,918761,4868,11983,6530,5453,2133,-2677,-544,-41,40.75317363,25.05803133,15.6951423,5.724603247999999,-14.08578301,-8.361179768,9517589.0
123,Minnesota-Burnsville,14230 Burnhaven Dr,55306,27037,1.0,1.0,1.0,449047,4005,5469,2817,2652,427,952,1379,-26,29.99904871,12.74012051,17.2589282,0.999928577,-7.676291486,-6.67636291,9456592.0
124,Tennessee-Memphis,5280 Summer Ave,38122,47157,1.0,1.0,1.0,1361503,3763,17540,12108,5432,1795,-3455,-1660,-9,105.3217566,86.64875269,18.67300392,3.650770242,-13.72609347,-10.07532323,11986936.0
125,Tennessee-Memphis South,7697 Winchester Rd,38125,47157,1.0,1.0,1.0,1361503,3763,17540,12108,5432,1795,-3455,-1660,-9,105.3217566,86.64875269,18.67300392,3.650770242,-13.72609347,-10.07532323,7398751.0
126,Florida-Clermont,1002 E State Rd 50,34711,12069,1.0,1.0,1.0,1932442,8427,19876,18531,1345,1334,5677,7011,71,117.7954123,128.5902066,-10.79479423,2.395535733,9.902625316,12.29816104,
127,Florida-Kissimmee,3003 W Vine St,34741,12097,1.0,1.0,1.0,405169,7308,4822,2783,2039,1218,4043,5261,8,33.24869364,28.52223272,4.726460925,3.921741535,3.2473608830000003,7.169102419,
128,Iowa-Clive,10331 University Ave,50325,38202,1.0,1.0,,4355070,33778,58932,33100,25832,10617,-2740,7877,69,196.4904655,188.0037126,8.486752894,10.92714449,49.35779107,60.28493556,10396233.0
129,Florida-Lutz,2160 Grand Cypress Dr,33559,24158,1.0,1.0,1.0,2442940,37301,26601,21552,5049,6787,25396,32183,69,31.27543747,27.98398363,3.291453836,6.961355062999999,36.32113333,43.28248839,12993527.0
130,Florida-Clearwater,25813 US Hwy 19 N,33763,12103,1.0,1.0,1.0,974996,1938,8104,12833,-4729,1336,5351,6687,-20,8.320097902999999,13.17519946,-4.855101553,1.3716252219999998,5.493687547,6.865312769,3415423.0
131,Florida-Palm Beach Gardens,100 Gander Way,33403,12099,1.0,1.0,1.0,1496770,13894,14947,15460,-513,7748,6712,14460,-53,10.03273543,10.37707164,-0.34433620600000003,5.200617792,4.505233172,9.705850964,9358875.0
132,Florida-Ellenton,6126 US-301,34222,12081,1.0,1.0,1.0,403253,8866,3482,4334,-852,710,8954,9664,54,8.730755729,10.86705782,-2.136302091,1.7802517430000002,22.45123113,24.23148287,
133,Missouri-Springfield,3700 S Campbell Ave,65807,29077,1.0,1.0,,794526,2656,8400,8147,253,524,1886,2410,-7,147.1942511,154.6240561,-7.42980502,6.166243609,-25.25441511,-19.0881715,
134,Missouri-Lee's Summit,601 N State Highway 291,64086,29095,1.0,1.0,1.0,1751966,4723,20639,17457,3182,1172,394,1566,-25,276.00385950000003,239.5623412,36.44151827,14.28092553,-46.33606165,-32.05513611,8482235.0
135,Missouri-Kansas City,600 NE Barry Rd,64155,58212,1.0,1.0,1.0,871065,8157,9848,7484,2364,653,5150,5803,-10,223.90396980000003,231.3386118,-7.4346419510000015,5.468904706,-23.05175789,-17.58285319,8332100.0
136,Alabama-Mobile,312 Schillinger Rd,36608,1097,1.0,1.0,1.0,413210,-698,5443,4576,867,266,-1821,-1555,-10,13.16136271,11.06492665,2.096436059,0.6431972220000001,-4.403241134,-3.760043912,7386253.0
137,Mississippi-Jackson,6360 Ridgewood Court Dr,39211,28049,1.0,1.0,,231840,-3984,2953,2122,831,187,-5018,-4831,16,12.628724900000002,9.074891375,3.553833522,0.799719457,-21.45985152,-20.66013206,7735907.0
138,Kansas-Olathe,2000 E Santa Fe St,66062,20091,1.0,1.0,1.0,1243717,11692,14553,9183,5370,1728,4615,6343,-21,127.2492265,117.7321493,9.517077246,7.065123262,15.90477816,22.96990143,9984702.0
139,Arkansas-Little Rock,11801 Chenal Pkwy,72211,5119,1.0,1.0,,572349,784,7076,5659,1417,210,-827,-617,-16,75.05864518,75.90785974,-0.849214565,2.507524184,-9.501695456,-6.994171275,12945571.0
140,Mississippi-Hattiesburg,1000 Turtle Creek Dr,39402,84139,1.0,1.0,1.0,276666,767,3436,3046,390,214,168,382,-5,84.97588876,82.32257229,2.65331648,4.009936682,0.031579812,4.041516495,6282711.0
141,Iowa-Council Bluffs,3271 Marketplace Dr.,51501,19155,1.0,1.0,1.0,93206,-58,1110,941,169,-8,-216,-224,-3,11.90540033,10.09277632,1.812624015,-0.08580468699999999,-2.316726551,-2.402531238,5391756.0
142,Nebraska-Omaha,12990 W Center Rd,68144,31055,1.0,1.0,1.0,1511259,17548,17692,10817,6875,2355,8326,10681,-8,132.17931670000002,111.06695220000002,21.11236447,7.916708786,43.98854077,51.90524955,
143,Mississippi-Gulfport,15065 Creosote Rd,39503,28047,1.0,1.0,,438731,1709,5062,4675,387,170,1159,1329,-7,87.48013224,93.86928512,-6.389152866,1.132039958,5.945593024,7.077632981,6239892.0
144,South Dakota-Sioux Falls,1601 W 41st St,57105,46099,1.0,1.0,,193134,2142,2873,1415,1458,272,414,686,-2,14.95863337,7.367374247000001,7.591259117999999,1.416201975,2.155542713,3.5717446880000003,
145,Arkansas-Rogers,3551 S 27th St,72758,5007,1.0,1.0,,695728,11160,8372,5201,3171,746,7234,7980,9,99.72076721,90.68861806,9.032149164,6.339771606,56.81809747,63.15786908,12181128.0
146,Nebraska-Lincoln,6845 S 27th St,68512,31109,1.0,1.0,,973429,7202,12087,8537,3550,1495,2165,3660,-8,41.59361752,46.19307176,-4.599454244,4.5433952280000005,33.44316903,37.98656426,4136064.0
147,Louisiana-Slidell,150 North Shore Blvd,70460,22103,1.0,1.0,1.0,260419,2384,2822,2423,399,105,1894,1999,-14,10.8862117,9.347020179,1.539191519,0.4050504,7.3063376889999985,7.711388088,5393896.0
148,Louisiana-Kenner,1000 W Esplanade Blvd,70065,22051,1.0,1.0,1.0,432493,-1391,5577,4345,1232,1033,-3646,-2613,-10,12.87430299,10.0302755,2.844027485,2.384643175,-8.41665926,-6.032016085,
149,Oklahoma-Tulsa,11015 E 51st St,74146,40143,1.0,1.0,1.0,651552,3869,8762,6147,2615,1127,150,1277,-23,13.48793713,9.462491389,4.025445743,1.734867056,0.23090511,1.965772166,15363978.0
150,Louisiana-Shreveport,1376 East 70th St,71105,22017,1.0,1.0,,240204,-2629,3032,2739,293,19,-2938,-2919,-3,12.55390374,11.34074615,1.213157584,0.078668922,-12.1646996,-12.08603068,8202657.0
151,Kansas-Wichita,301 S Towne East Mall Dr,67207,20173,1.0,1.0,,518290,2530,6718,4543,2175,621,-248,373,-18,18.77253813,22.91002887,-4.137490737,0.766236405,-4.002927168,-3.236690763,
152,Louisiana-Lafayette,4210 Ambassador Caffery Pkwy,70508,22055,1.0,1.0,,244390,1277,3208,1999,1209,184,-113,71,-3,13.16094465,8.200975174,4.959969477,0.75486715,-0.463586891,0.291280259,
153,Oklahoma-Oklahoma City North,2201 NW 138 St,73134,40109,,,,797434,6841,11183,7172,4011,1315,1522,2837,-7,14.08414341,9.032592015,5.051551391,1.656143126,1.916843983,3.572987109,
154,Texas-Tyler,3900 Troup Hwy,75703,48423,1.0,1.0,,272407,3060,3419,2628,791,90,2178,2268,1,47.02791023,43.11822817,3.909682053,0.310953717,8.209015329,8.519969045,
155,Oklahoma-Moore,621 SW 19th St,73160,80136,1.0,1.0,1.0,1187351,10078,15095,10584,4511,1727,3853,5580,-13,44.44189338,39.98809473,4.453798648,3.286744002,10.49281567,13.77955968,10370653.0
156,Oklahoma-Oklahoma City,701 S MacArthur Blvd,73128,80126,1.0,1.0,1.0,945740,10721,13012,8264,4748,1372,4600,5972,1,26.5802149,16.4933411,10.0868738,2.045577831,22.94631804,24.99189587,16195647.0
157,Texas-Garland,3002 Firewheel Pkwy,75040,48113,1.0,1.0,1.0,2790052,8521,40397,18382,22015,9359,-22853,-13494,0,63.31284736,49.82086327,13.491984099999998,4.555453236,-20.908506600000006,-16.35305337,11851901.0
158,Texas-Plano-East,2704 Central Expy,75074,48085,1.0,1.0,1.0,1034730,30423,11299,4956,6343,4100,19952,24052,28,11.08268266,4.861118263,6.221564395,4.021506231,19.57002252,23.59152875,
159,Texas-Plano West,5540 State Highway 121,75024,96206,1.0,1.0,1.0,1921937,58889,21192,9199,11993,5763,41005,46768,128,22.41520803,9.721515022,12.693693,5.92648851,43.68643378,49.61292229,15194988.0
160,Texas-Mesquite,2727 Towne Centre Dr,75150,48113,1.0,1.0,1.0,2790052,8521,40397,18382,22015,9359,-22853,-13494,0,63.31284736,49.82086327,13.491984099999998,4.555453236,-20.908506600000006,-16.35305337,10556782.0
161,Texas-Farmers Branch,13307 Midway Rd,75244,48113,1.0,1.0,1.0,2790052,8521,40397,18382,22015,9359,-22853,-13494,0,63.31284736,49.82086327,13.491984099999998,4.555453236,-20.908506600000006,-16.35305337,11860842.0
162,Texas-Lewisville,2512 S Stemmons Fwy,75067,96234,1.0,1.0,1.0,3677259,36987,50290,22625,27665,11022,-1800,9222,100,74.64537273,54.68126002,19.96411271,6.460435515,3.207904661,9.668340172999999,
163,Texas-Grand Prairie,2650 W Interstate 20,75052,96552,1.0,1.0,1.0,4892567,29590,67909,32178,35731,14215,-20307,-6092,-49,76.46402157,56.41557101,20.04845056,6.876698582,-19.69147805,-12.81477947,
164,Texas-N. Richland Hills,8651 Airport Fwy,76180,48439,1.0,1.0,1.0,2102515,21069,27512,13796,13716,4856,2546,7402,-49,13.15117421,6.594707742000001,6.556466467999999,2.321245346,1.217028553,3.538273899,9298693.0
165,Texas-Alliance,2201 Porter Creek Dr,76177,96560,1.0,1.0,1.0,2989722,49535,37405,18039,19366,6519,23599,30118,51,24.48369958,11.4551045,13.02859508,4.226227625,25.33343981,29.55966744,13946247.0
166,Texas-Mansfield,602 U.S. Hwy 287,76063,144829,1.0,1.0,1.0,3563470,38408,44674,24620,20054,6674,11738,18412,-58,174.1980504,153.4556455,20.7424049,12.93457384,16.78122943,29.71580327,
167,Texas-Fort Worth,5608 SW Loop 820,76132,48439,1.0,1.0,1.0,2102515,21069,27512,13796,13716,4856,2546,7402,-49,13.15117421,6.594707742000001,6.556466467999999,2.321245346,1.217028553,3.538273899,
168,Texas-Conroe,16778 I-45 South,77384,48339,1.0,1.0,1.0,3807228,26951,44927,31417,13510,9487,3957,13444,-3,206.5360051,188.9250277,17.61097737,18.29675348,-8.1494324,10.14732108,18816777.0
169,Texas-Humble,9450 FM 1960 Bypass Rd West,77338,48201,1.0,1.0,1.0,4748561,33956,67244,28504,38740,24887,-29742,-4855,71,23.04903281,15.51171242,7.537320397999999,5.241959717,13.77595735,19.01791707,11959438.0
170,Texas-Wichita Falls,3111 Midwestern Pkwy #200,76308,96494,1.0,1.0,,142902,283,1683,1523,160,160,-34,126,-3,33.35606561,34.58028352,-1.224217907,1.211951355,-11.31442365,-10.10247229,4235840.0
171,Texas-Webster,20780 Gulf Fwy,77598,48201,1.0,1.0,1.0,4748561,33956,67244,28504,38740,24887,-29742,-4855,71,23.04903281,15.51171242,7.537320397999999,5.241959717,13.77595735,19.01791707,17249252.0
172,Texas-Willowbrook,12605 N Gessner Dr,77064,48201,1.0,1.0,1.0,4748561,33956,67244,28504,38740,24887,-29742,-4855,71,23.04903281,15.51171242,7.537320397999999,5.241959717,13.77595735,19.01791707,
173,Texas-Cypress,24340 Northwest Freeway,77429,48201,1.0,1.0,1.0,4748561,33956,67244,28504,38740,24887,-29742,-4855,71,23.04903281,15.51171242,7.537320397999999,5.241959717,13.77595735,19.01791707,6997114.0
174,South Dakota-Rapid City,2200 N Maple Ave,57701,92196,1.0,1.0,,188831,1783,2225,1543,682,-20,1110,1090,11,52.75443887,41.80344738,10.95099149,1.4349087930000002,-13.82217271,-12.38726391,4972203.0
175,Texas-Pearland,3000 Kirby Dr,77584,48039,1.0,1.0,1.0,374264,5377,4681,2498,2183,171,3025,3196,-2,12.59770895,6.72272526,5.874983684,0.46020257,8.141010373,8.601212943,9400462.0
176,Texas-College Station,2301 Earl Rudder Fwy,77845,48041,1.0,1.0,,229211,3430,2621,1142,1479,1023,931,1954,-3,11.52108169,5.0198684810000005,6.501213207999999,4.496782361,4.092379646,8.589162007,7356545.0
177,Texas-Katy,19420 Katy Fwy.,77094,48201,1.0,1.0,1.0,4748561,33956,67244,28504,38740,24887,-29742,-4855,71,23.04903281,15.51171242,7.537320397999999,5.241959717,13.77595735,19.01791707,
178,Texas-Sugar Land,16960 Southwest Fwy,77479,48157,1.0,1.0,1.0,811688,23607,9532,3762,5770,4360,13487,17847,-10,11.91672048,4.703179022,7.213541455,5.450786957,16.86118433,22.31197129,10218295.0
179,Texas-Richmond,4833 Waterview Meadow Dr,77406,48157,1.0,1.0,1.0,811688,23607,9532,3762,5770,4360,13487,17847,-10,11.91672048,4.703179022,7.213541455,5.450786957,16.86118433,22.31197129,9399731.0
180,Texas-Pflugerville,19000 Limestone Commercial Dr,78660,96944,1.0,1.0,1.0,2169514,57519,24905,11299,13606,5697,37953,43650,263,44.31624715,27.26516307,17.05108407,7.64970939,59.99246928,67.64217865,13088817.0
181,Texas-Cedar Park,4801 183A Toll Rd,78613,96944,1.0,1.0,1.0,2169514,57519,24905,11299,13606,5697,37953,43650,263,44.31624715,27.26516307,17.05108407,7.64970939,59.99246928,67.64217865,15344717.0
182,Texas-South Austin,5151 US Hwy 290,78735,48453,1.0,1.0,1.0,1273954,27382,15147,6196,8951,4296,13964,18260,171,12.01891986,4.916434109,7.1024857510000015,3.408812288,11.08022691,14.48903919,
183,Texas-New Braunfels,642 S Walnut Ave,78130,144487,1.0,1.0,1.0,557547,19090,6108,3590,2518,318,16185,16503,69,42.73606965,30.20301306,12.53305659,1.6219879519999998,85.28967358,86.91166153,
184,Texas-Live Oak,7613 N Loop 1604 E,78233,48029,1.0,1.0,1.0,2003554,22367,26736,14216,12520,2339,7493,9832,15,13.41919086,7.135219077,6.283971781,1.173978434,3.76084669,4.934825124,12782664.0
185,Colorado-Johnstown,4900 Thompson Pkwy,80534,8123,1.0,1.0,,324492,9677,4360,1856,2504,363,6778,7141,32,13.63976931,5.80628712,7.833482192000001,1.135604647,21.20421018,22.33981483,
186,Texas-San Antonio,8421 US Hwy 281,78216,48029,1.0,1.0,1.0,2003554,22367,26736,14216,12520,2339,7493,9832,15,13.41919086,7.135219077,6.283971781,1.173978434,3.76084669,4.934825124,10590682.0
187,Colorado-Longmont,955 S Hover St,80503,16082,1.0,1.0,1.0,683095,7799,5946,4230,1716,1475,4596,6071,12,17.44985895,12.43332651,5.016532445,4.400358913,12.98079524,17.38115415,7631732.0
188,Colorado-Broomfield,1660 W Midway Blvd,80020,24073,1.0,1.0,1.0,4410529,5524,51533,40909,10624,4549,-9600,-5051,-49,420.48820020000005,391.2177555,29.27044466,31.41443442,-85.75274226,-54.33830784,
189,Texas-San Antonio NW,6840 NW Loop 410,78238,48029,1.0,1.0,1.0,2003554,22367,26736,14216,12520,2339,7493,9832,15,13.41919086,7.135219077,6.283971781,1.173978434,3.76084669,4.934825124,
190,Colorado-Colorado Springs,335 N Academy Blvd,80909,8041,1.0,1.0,1.0,1559641,10727,21129,10397,10732,693,-719,-26,21,27.14260082,13.38948498,13.75311584,0.933661074,-0.22918893,0.704472144,7769101.0
191,Texas-Lubbock,4304 W Loop 289,79407,96522,1.0,1.0,,333590,2992,4242,2810,1432,249,1312,1561,-1,26.04048755,17.18133926,8.859148285,0.7653191509999999,2.071075905,2.836395056,
192,Texas-Corpus Christi,4949 Greenwood Dr,78416,48355,1.0,1.0,,362294,268,4467,2976,1491,346,-1571,-1225,2,12.33432737,8.217362492000001,4.116964877,0.955378838,-4.337861719,-3.38248288,9937139.0
193,Texas-Odessa,4101 E 42nd St,79762,48135,1.0,1.0,,166223,4263,2915,1228,1687,238,2324,2562,14,17.76447896,7.48362956,10.2808494,1.450410289,14.16282989,15.61324017,11367745.0
194,Montana-Billings,905 S 24th St W,59102,30111,1.0,1.0,,161300,1271,1857,1485,372,43,858,901,-2,11.55824716,9.242863234,2.315383921,0.267638464,5.340320979,5.607959443,
195,Texas-Laredo,5000 San Dario Ave,78041,48479,1.0,1.0,,276652,1532,4735,1378,3357,377,-2208,-1831,6,17.16288612,4.9948167,12.16806942,1.366506456,-8.003305713,-6.636799258,4506098.0
196,Texas-Pharr,1600 W Kelly Ave,78577,48215,1.0,1.0,,872905,6376,14095,4648,9447,-17,-3062,-3079,8,25.96628471,17.41244497,8.553839733,0.216478904,-9.204725321,-8.988246417000001,
197,New Mexico-Albuquerque,11150 Lomas Blvd,87112,35001,1.0,1.0,,679121,1087,7130,5949,1181,773,-824,-51,-43,10.50727441,8.766868928,1.740405481,1.139147702,-1.214304925,-0.075157222,8250820.0
198,Texas-El Paso,1120 McRae Blvd,79925,48141,1.0,1.0,1.0,1559641,10727,21129,10397,10732,693,-719,-26,21,27.14260082,13.38948498,13.75311584,0.933661074,-0.22918893,0.704472144,9156222.0
199,Texas-El Paso West,655 Sunland Park Dr,79912,48141,1.0,1.0,1.0,1559641,10727,21129,10397,10732,693,-719,-26,21,27.14260082,13.38948498,13.75311584,0.933661074,-0.22918893,0.704472144,4934998.0
200,Utah-West Bountiful,190 500 W,84010,49011,1.0,1.0,1.0,364481,4408,5556,1808,3748,178,494,672,-12,31.99446632,14.22770441,17.7667619,0.50383395,-2.722959562,-2.219125612,
201,Utah-Riverdale,1134 W Riverdale Rd,84405,98068,1.0,1.0,1.0,624694,8924,9330,3429,5901,401,2619,3020,3,46.62492512,20.5117462,26.11317891,1.368325819,5.514911385,6.883237202999999,
202,Utah-Provo,1165 S University Ave,84601,49049,1.0,1.0,1.0,636235,14715,11884,2419,9465,959,4255,5214,36,18.89716201,3.84653609,15.05062592,1.524939277,6.76602359,8.290962866000001,
203,Utah-Sandy,203 W 9000 S,84070,49035,1.0,1.0,1.0,1160437,11745,16530,6741,9789,3592,-1604,1988,-32,14.31708666,5.838565104,8.478521555,3.1111297810000003,-1.389268421,1.72186136,
204,Utah-West Jordan,7453 Plaza Center Dr,84084,49035,1.0,1.0,1.0,1160437,11745,16530,6741,9789,3592,-1604,1988,-32,14.31708666,5.838565104,8.478521555,3.1111297810000003,-1.389268421,1.72186136,6581457.0
205,Idaho-Coeur D' Alene,201 W Neider Ave,83815,16055,1.0,1.0,,165697,4488,1815,1503,312,-118,4277,4159,17,11.10410944,9.195303849,1.908805589,-0.721920063,26.16654329,25.44462323,6898623.0
206,Washington-Spokane,7619 N Division St,99208,53063,1.0,1.0,,522798,9195,5880,4799,1081,489,7594,8083,31,11.34695933,9.260894191,2.086065143,0.94365019,14.65455938,15.59820957,7400809.0
207,Arizona-Tucson,5255 E Broadway Blvd,85711,4019,1.0,1.0,1.0,1047279,10725,10891,10199,692,1204,8801,10005,28,10.45285299,9.78869228,0.6641607079999999,1.15556285,8.446934087,9.602496937,
208,Arizona-Prescott,1801 East State Route 69,86301,4025,1.0,1.0,,235099,3327,1782,3042,-1260,-72,4636,4564,23,7.633800343,13.03143695,-5.397636606,-0.308436378,19.85987564,19.55143926,
209,Arizona-Mesa,1944 S Greenfield Rd,85206,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,
210,Arizona-Scottsdale,15255 N Northsight Blvd,85260,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,8870020.0
211,Arizona-Gilbert,1891 Williams Field Rd,85295,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,14169376.0
212,Arizona-Phoenix,12025 N 32nd St,85028,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,10631001.0
213,Arizona-Tempe South,1050 W Elliot Rd,85284,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,3466337.0
214,Arizona-Peoria,10140 N 91st Ave,85345,4013,1.0,1.0,1.0,4485414,83011,52722,33023,19699,5520,57477,62997,315,11.86388064,7.431071094,4.432809541,1.242149788,12.93388467,14.17603445,
215,Washington-Kennewick,867 N Columbia Center Blvd,99336,53005,1.0,1.0,,695728,11160,8372,5201,3171,746,7234,7980,9,99.72076721,90.68861806,9.032149164,6.339771606,56.81809747,63.15786908,3622334.0
216,Nevada-Henderson,10405 S Eastern Ave,89052,32003,1.0,1.0,1.0,3129511,47959,37174,25831,11343,-124,36539,36415,201,145.36236430000002,113.597823,31.76454133,4.077730504,-13.95843362,-9.880703123,12254690.0
217,Washington-Union Gap,2530 Rudkin Rd,98903,53077,1.0,1.0,,250873,311,3746,2093,1653,-137,-1203,-1340,-2,14.94111899,8.348041122,6.593077867000001,-0.546431741,-4.798229083,-5.344660823,
218,Washington-Bellingham,1001 E Sunset Dr,98226,53073,1.0,1.0,,229247,4050,2204,1662,542,403,3087,3490,18,9.699764988,7.314432581,2.385332406,1.7735958669999998,13.58583236,15.35942822,
219,Washington-Puyallup,301 37th Ave SE,98374,53053,1.0,1.0,1.0,978322,11371,12269,7922,4347,1038,5967,7005,19,57.59412706,49.57678769,8.017339364,0.7065860629999999,-12.09460123,-11.38801517,11008513.0
220,California-Riverside,2663 Canyon Springs Pkwy,92507,6065,1.0,1.0,,2470546,24757,29482,18148,11334,303,13170,13473,-50,11.99348702,7.38273531,4.610751708,0.123262552,5.35764955,5.4809121020000005,4420234.0
221,California-San Diego,12080 Carmel Mountain Rd,92128,6073,1.0,1.0,,3338330,4469,40603,23052,17551,6733,-19731,-12998,-84,12.17081465,6.909874133,5.260940522,2.018227596,-5.914399033,-3.896171438,6976998.0
222,California-Foothill Ranch,26532 Towne Centre Dr Suites A & B,92610,6059,1.0,1.0,,5271545,15418,61511,35955,25556,14109,-24187,-10078,-60,90.83508752,68.79145378,22.04363374,12.12685497,1.7624852030000002,13.88934017,8038355.0
223,California-Clovis,1075 Shaw Ave,93612,6019,1.0,1.0,,999101,7151,14506,7467,7039,479,-348,131,-19,14.57119883,7.500561261,7.070637568,0.481152919,-0.349564125,0.131588794,
224,California-San Jose,750 Newhall Dr,95110,6085,,,,1927852,-4485,21713,11258,10455,13409,-28421,-15012,72,11.24970824,5.8328750220000005,5.416833217000001,6.947328227000001,-14.72518574,-7.777857508999999,
