ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,POPESTIMATE2017,NPOPCHG_2017,BIRTHS2017,DEATHS2017,NATURALINC2017,INTERNATIONALMIG2017,DOMESTICMIG2017,NETMIG2017,RESIDUAL2017,RBIRTH2017,RDEATH2017,RNATURALINC2017,RINTERNATIONALMIG2017,RDOMESTICMIG2017,RNETMIG2017,2017_sale
13,New York-Syracuse,9090 Destiny USA Dr,13204,36067,1.0,1.0,,461795,-2314,5157,4399,758,1322,-4412,-3090,18,11.13938378,9.502065008999999,1.637318772,2.85558762,-9.530145674,-6.6745580539999985,7219799.0
14,New Jersey-Cherry Hill,989 Church Rd,8002,34007,1.0,1.0,1.0,615234,535,7328,5821,1507,1462,-2440,-978,6,44.77646293,36.23583187,8.540631057,3.919836475,23.2179813,27.13781778,3665134.0
15,New Jersey-Turnersville,5700 Route 42 N,8012,68022,1.0,1.0,1.0,943490,916,10547,8996,1551,1709,-2339,-630,-5,63.93054319,57.09042878,6.8401144139999985,4.745598958,29.68317078,34.42876973,
16,Pennsylvania-Lancaster,1890 Fruitville Pike,17601,42071,1.0,1.0,1.0,958240,9180,12207,8486,3721,2530,2952,5482,-23,44.09600161,48.17420816,-4.078206557,8.531425994,36.7834233,45.3148493,
17,Pennsylvania-Harrisburg,5070 Jonestown Rd,17112,42043,1.0,1.0,,275714,1518,3434,2635,799,1118,-387,731,-12,12.48931643,9.583386372,2.9059300610000003,4.066119911,-1.407503046,2.658616865,
18,New York-Rochester,1100 Jefferson Rd,14623,36055,1.0,1.0,,1554739,1644,15747,14505,1242,3624,-3183,441,-39,177.9890649,197.860951,-19.87188613,17.317838000000002,-19.87536748,-2.55752948,4081580.0
19,Pennsylvania-York,855 Town Center Dr,17408,42133,1.0,1.0,,997715,12019,10652,9083,1569,931,9519,10450,0,54.92753837,46.99012686,7.937411511,5.108030917,35.50701151,40.61504242,
20,New York-Greece,3049 West Ridge Road,14626,36055,1.0,1.0,,1554739,1644,15747,14505,1242,3624,-3183,441,-39,177.9890649,197.860951,-19.87188613,17.317838000000002,-19.87536748,-2.55752948,
21,Maryland-Glen Burnie,6716 Governor Ritchie Hwy,21061,24003,1.0,1.0,1.0,571339,4085,6960,4407,2553,778,771,1549,-17,12.2256153,7.741133135,4.484482164,1.366598952,1.3543030740000002,2.720902026,
22,Maryland-Crofton,1647 Crofton Center,21114,24003,1.0,1.0,1.0,571339,4085,6960,4407,2553,778,771,1549,-17,12.2256153,7.741133135,4.484482164,1.366598952,1.3543030740000002,2.720902026,
23,Maryland-Frederick,1811 Monocacy Blvd,21701,24021,1.0,1.0,1.0,337078,5441,3812,2611,1201,649,3599,4248,-8,22.86852876,15.63306974,7.23545901,3.482831591,25.14963184,28.63246343,
24,Maryland-Gaithersburg,209 Kentlands Blvd,20878,24031,1.0,1.0,1.0,3752791,33333,45972,30878,15094,14154,4101,18255,-16,214.0230124,197.131075,16.89193749,28.69511824,-7.395507546,21.2996107,
25,Virginia-Leesburg,19460 Compass Creek Pkwy,20175,51107,,,,397049,11503,5238,1440,3798,2318,5376,7694,11,13.38623426,3.680064401,9.706169857999999,5.923881446,13.7389071,19.66278854,
26,Virginia-Chantilly,13910 Metrotech Dr,20151,51059,1.0,1.0,1.0,1148728,4540,14480,5090,9390,10487,-15402,-4915,65,12.63020538,4.439761422,8.190443959,9.147304132,-13.4344215,-4.287117365,7487641.0
27,Virginia-Dale City,2851 Dale Blvd,22193,51153,1.0,1.0,1.0,463069,6573,6629,1975,4654,2641,-718,1923,-4,14.41768662,4.29550929,10.12217733,5.744020271,-1.561607934,4.1824123360000005,8017355.0
28,Virginia-Manassas,8300 Sudley Rd,20109,51153,1.0,1.0,1.0,463069,6573,6629,1975,4654,2641,-718,1923,-4,14.41768662,4.29550929,10.12217733,5.744020271,-1.561607934,4.1824123360000005,6988385.0
29,Virginia-Fredericksburg,3655 Plank Rd,22407,153854,1.0,1.0,1.0,212472,2541,2617,1623,994,304,1250,1554,-7,39.22413444,23.58046886,15.64366558,6.192038153,12.40768854,18.59972669,4554762.0
30,Pennsylvania-Erie,2080 Interchange Rd #500,16565,42049,1.0,1.0,,1267352,-2495,13667,13891,-224,3251,-5503,-2252,-19,32.31559509,35.28390845,-2.968313359,5.560053673,-14.86031548,-9.300261805,5645752.0
31,Virginia-Hampton,1072 W Mercury Blvd,23666,103350,1.0,1.0,1.0,314172,-1411,4510,2920,1590,669,-3668,-2999,-2,28.32280523,18.63655211,9.686253117,4.083454692,-22.79608232,-18.71262764,7895831.0
32,Virginia-Richmond,401 International Center Dr,23150,51087,1.0,1.0,1.0,327559,1628,3880,2873,1007,1826,-1197,629,-8,11.87470352,8.792789484,3.081914031,5.58845583,-3.663407244,1.925048585,7331485.0
33,Pennsylvania-Monroeville,120 Mall Plaza Blvd,15146,84132,1.0,1.0,1.0,1589872,-8868,16182,19248,-3066,3085,-8855,-5770,-32,29.50314391,38.4962942,-8.993150286,2.360031514,-1.7305359319999998,0.629495582,5638382.0
34,Virginia-Chesapeake,1517 Sams Cir,23320,51550,1.0,1.0,1.0,240143,2679,2857,1786,1071,359,1271,1630,-22,11.96381125,7.47895236,4.48485889,1.50332805,5.322367553,6.825695603,15281421.0
35,Pennsylvania-Pittsburgh,3000 Mcintyre Square Dr.,15237,42003,1.0,1.0,1.0,1220141,-6285,13086,14290,-1204,3032,-8096,-5064,-17,10.69743849,11.68167477,-0.984236279,2.478575081,-6.61825325,-4.139678169,8633910.0
36,Virginia-Chesterfield,11500 Midlothian Turnpike,23235,102801,1.0,1.0,1.0,616485,6517,7409,4833,2576,1465,2500,3965,-24,35.45255357,26.97684904,8.475704532,5.9392010520000005,4.89118298,10.83038403,11692422.0
37,Pennsylvania-Coraopolis,2000 Casteel Dr,15108,42003,1.0,1.0,1.0,1220141,-6285,13086,14290,-1204,3032,-8096,-5064,-17,10.69743849,11.68167477,-0.984236279,2.478575081,-6.61825325,-4.139678169,12880339.0
38,Ohio-Niles,5555 Youngstown-Warren Rd,44446,39155,1.0,1.0,1.0,200281,-1434,2125,2718,-593,10,-845,-835,-6,10.5722445,13.52252261,-2.950278112,0.049751739,-4.2040219310000015,-4.154270192,
39,Ohio-Mentor,7980 Plaza Blvd,44060,78140,1.0,1.0,1.0,2009224,9156,21187,19288,1899,2886,4283,7169,88,130.5931869,143.7683815,-13.17519464,8.067850894,92.84986724,100.9177181,
40,Ohio-North Canton,4932 Portage St NW,44720,78304,1.0,1.0,1.0,1021415,-480,11399,10963,436,1523,-2410,-887,-29,70.30519015,49.01093935,21.2942508,14.38288635,-38.83952003,-24.45663369,
41,Ohio-Elyria,5223 Cobblestone Rd,44035,39093,1.0,1.0,1.0,307441,834,3217,3223,-6,530,329,859,-19,10.47800823,10.49755068,-0.019542446,1.726249414,1.071577466,2.79782688,11677531.0
42,North Carolina-Raleigh,4700 Green Rd - Corner of Capital & Millbrook,27604,37183,1.0,1.0,1.0,1071706,23371,12664,5758,6906,4447,11966,16413,52,11.94693876,5.431970419,6.514968343,4.195201885,11.28846093,15.48366282,14504076.0
43,Michigan-Roseville,32123 Gratiot Ave.,48066,26099,1.0,1.0,1.0,871364,2830,9373,8914,459,2304,117,2421,-50,10.77419481,10.24657767,0.527617136,2.648431115,0.13449064300000002,2.782921758,
44,Michigan-Utica,45160 Utica Park Blvd,48315,26099,1.0,1.0,1.0,871364,2830,9373,8914,459,2304,117,2421,-50,10.77419481,10.24657767,0.527617136,2.648431115,0.13449064300000002,2.782921758,11320082.0
45,North Carolina-Durham,4215 University Dr,27707,74198,1.0,1.0,1.0,5534975,46764,67039,35541,31498,30054,-14726,15328,-62,106.5693798,77.75250386,28.81687596,30.18208869,9.802053841000001,39.98414253,8489352.0
46,Michigan-Troy,200 W 14 Mile Rd,48083,26125,1.0,1.0,1.0,1256016,4989,13544,10564,2980,5554,-3511,2043,-34,10.80476083,8.427458165,2.377302663,4.430717781999999,-2.800909278,1.629808504,
47,Michigan-Bloomfield Hills,2101 S Telegraph Rd,48302,26125,1.0,1.0,1.0,1256016,4989,13544,10564,2980,5554,-3511,2043,-34,10.80476083,8.427458165,2.377302663,4.430717781999999,-2.800909278,1.629808504,
48,Ohio-Columbus,6060 E Main St,43213,39049,1.0,1.0,1.0,2275932,25932,30269,19490,10779,6691,8440,15131,22,277.8266879,254.006893,23.8197949,17.28288016,58.34958038,75.63246054,
49,Michigan-Wixom,10800 Assembly Park Dr,48393,26125,1.0,1.0,1.0,1256016,4989,13544,10564,2980,5554,-3511,2043,-34,10.80476083,8.427458165,2.377302663,4.430717781999999,-2.800909278,1.629808504,5904059.0
50,Ohio-Columbus-North,1160 Gemini Pl,43240,39041,1.0,1.0,1.0,984817,3662,10700,9304,1396,2220,58,2278,-12,61.3904029,62.02256472,-0.6321618170000001,7.091780875,9.206101671,16.29788254,2863949.0
51,North Carolina-Greensboro,6103 Landmark Center Blvd,27407,37081,1.0,1.0,1.0,528243,3978,6190,4519,1671,1603,734,2337,-30,11.7623809,8.587108127,3.175272777,3.046057607,1.394763745,4.440821352,12900315.0
52,Ypsilanti,3100 Washtenaw Ave,48197,26161,1.0,1.0,1.0,368807,2672,3666,2227,1439,1965,-718,1247,-14,9.976297449,6.060342177000001,3.915955273,5.347360744,-1.953895682,3.3934650630000003,6160282.0
53,Ohio-Hilliard,3599 Park Mill Run Dr,43026,78146,1.0,1.0,1.0,3664708,35509,46699,33226,13473,7796,14229,22025,11,505.8133736,450.43778889999993,55.3755848,39.9909398,171.69020880000005,211.6811486,14347484.0
54,Ohio-Toledo,2244 S Reynolds Rd,43614,39095,1.0,1.0,,439572,-1862,5557,4643,914,492,-3277,-2785,9,26.05815574,23.82748801,2.230667724,0.90954466,-9.995617595,-9.086072934,7325231.0
55,Michigan-Saginaw,5417 Bay Rd,48604,52162,1.0,1.0,,480746,194,5571,5434,137,788,-716,72,-15,34.0102845,34.32182175,-0.311537248,4.245780089,-4.18007393,0.065706157,7531534.0
56,Ohio-Huber Heights,8221 Troy Pike,45424,117279,1.0,1.0,1.0,4715344,37641,56660,41253,15407,15105,7180,22285,-51,397.6745448,395.0348415,2.639703355,39.1401023,27.09039106,66.23049337,
57,Ohio-Beavercreek,4480 Indian Ripple Road,45440,78170,1.0,1.0,1.0,4540851,36667,54720,39415,15305,15008,6397,21405,-43,364.3497663,364.1324783,0.217287998,37.72133072,14.39219328,52.113524,
58,North Carolina-Concord,7965 Lyles Ln NW,28027,37025,1.0,1.0,1.0,206988,5349,2564,1502,1062,212,4063,4275,12,12.54934207,7.351447652999999,5.197894412,1.037621107,19.8861064,20.92372751,10257979.0
59,North Carolina-Charlotte Mecklenburg,900 Metropolitan Avenue,28204,37119,,,,1108821,21107,15231,6818,8413,6272,6365,12637,57,23.7734215,22.42964036,1.343781141,6.096392813,8.583621267,14.68001408,
60,Ohio-Loveland,9570 Fields Ertel Rd,45140,117251,1.0,1.0,1.0,2593998,19725,30903,24288,6615,4200,8985,13185,-75,286.3542388,272.804385,13.54985378,22.6701976,39.36136066,62.03155825,
61,North Carolina-Charlotte,11415 Carolina Place Pkwy,28134,37119,1.0,1.0,1.0,1108821,21107,15231,6818,8413,6272,6365,12637,57,23.7734215,22.42964036,1.343781141,6.096392813,8.583621267,14.68001408,16277202.0
62,Ohio-Springdale,11925 Commons Dr,45246,78078,,,,2292588,16016,27587,21910,5677,3550,6865,10415,-76,205.26123,205.3375436,-0.076313559,13.1935017,28.10253079,41.29603248,8138445.0
63,Ohio-Cincinnati,4825 Marburg Ave,45209,39061,1.0,1.0,1.0,1560400,13239,19495,14389,5106,2777,5391,8168,-35,116.81444779999998,110.0768925,6.737555376,8.589509769,19.01628478,27.60579454,
64,Tennessee-Johnson City,3019 Peoples St,37604,94198,1.0,1.0,,2744775,19732,30201,25196,5005,4113,10684,14797,-70,389.8802913,396.1878791,-6.307587872,18.17316255,50.73697882,68.91014138,
65,Michigan-Kalamazoo,4620 Stadium Dr,49008,26077,1.0,1.0,,262998,1694,3115,2205,910,435,363,798,-14,11.88246469,8.411182868,3.471281819,1.659349001,1.3846981319999998,3.0440471330000003,7363892.0
66,Kentucky-Florence,4874 Houston Rd,41042,42132,1.0,1.0,1.0,685399,5040,8380,5702,2678,1016,1367,2383,-21,106.6972238,89.69564351,17.00158023,6.605616505,8.31997252,14.92558903,9118646.0
67,Michigan-Georgetown Township,334 Chicago Dr,49428,26139,1.0,1.0,,364389,2692,4115,3012,1103,331,1274,1605,-16,40.47923177,47.35528913,-6.876057355,1.5047585140000002,-3.227852485,-1.723093969,8103070.0
68,Kentucky-Lexington,1996 Pavilion Way,40509,42116,1.0,1.0,,3813011,54461,45944,32600,13344,4910,36084,40994,123,262.2854955,272.0258473,-9.740351791,17.90206877,-3.879941609,14.02212715,12481889.0
69,Indiana-Noblesville,301 Noble Creek Dr,46060,36152,1.0,1.0,1.0,2949176,22816,35925,28125,7800,3882,11180,15062,-46,344.8011336,306.5077883,38.29334528,31.29756941,132.3569132,163.6544826,10809046.0
70,South Carolina-Greenville,35 Park Woodruff Dr,29607,45045,1.0,1.0,1.0,506831,7709,6328,4429,1899,1465,4339,5804,6,12.58110468,8.80558038,3.775524304,2.91266093,8.626645579,11.53930651,12086290.0
71,Indiana-Indianapolis NW,3015 W 86th St,46268,54165,1.0,1.0,1.0,4126136,31861,52259,40195,12064,7814,12060,19874,-77,401.0486125,409.6015461,-8.552933615,23.98477108,32.8716395,56.85641058,
72,Indiana-Greenwood,7667 Shelby St,46227,18097,1.0,1.0,1.0,2045945,14228,26583,21669,4914,4122,5221,9343,-29,190.8412335,219.2975039,-28.45627045,9.400710538,5.04531959,14.44603013,
73,Kentucky-Jeffersontown,11501 Bluegrass Pkwy,40299,42140,1.0,1.0,1.0,3305154,8290,40105,33308,6797,4138,-2555,1583,-90,299.04629,285.8583076000001,13.18798238,27.05347608,31.34840854,58.40188464,16466476.0
74,South Carolina-Charleston,6185 Rivers Ave,29406,90034,1.0,1.0,1.0,731622,12728,8906,5847,3059,711,8900,9611,58,36.73437574,24.50076046,12.23361528,2.293824591,40.35755995,42.65138454,10861802.0
75,Indiana-Avon,216 Gable Crossing Dr,46123,18063,1.0,1.0,1.0,163622,3246,1756,1216,540,186,2519,2705,1,10.83957308,7.506219174,3.33335391,1.148155236,15.549478699999998,16.69763394,
76,Indiana-Lafayette,3530 State Road 38,47905,54195,1.0,1.0,,1108827,3398,11953,10954,999,1802,612,2414,-15,244.866324,257.60750690000003,-12.7411829,16.32480573,8.14290881,24.46771455,
77,Tennessee-Farragut,11501 Parkside Dr,37934,47093,1.0,1.0,1.0,697743,5114,7843,7434,409,816,3883,4699,6,101.3528703,114.4668027,-13.11393239,5.770371502000001,-1.525547646,4.244823861,
78,Indiana-Merrillville,101 W Lincoln Hwy,46410,18089,1.0,1.0,,1915343,9120,20248,18412,1836,2853,4338,7191,93,120.589245,134.4356306,-13.84638563,7.716274661,93.43582763,101.1521023,5373783.0
79,Indiana-Bloomington,3175 W 3rd St,47404,36224,1.0,1.0,,1586324,1663,16065,14858,1207,3629,-3133,496,-40,198.03753730000003,219.7693781,-21.73184082,17.55770943,-11.59887552,5.9588339060000015,
80,Kentucky-Elizabethtown,1811 North Dixie Hwy,42701,21093,1.0,1.0,1.0,243340,1809,2909,2466,443,149,1224,1373,-7,65.04747137,75.98320550000003,-10.93573414,3.179333058,7.549116096,10.72844916,5976307.0
81,Illinois-Crestwood,13180 S Cicero Avenue,60445,17031,1.0,1.0,1.0,5223445,-23327,65900,41540,24360,17899,-65682,-47783,96,34.11558653,30.73144869,3.384137834,7.523013731,1.18340021,8.706413944,
82,Wisconsin-Greenfield,4601 S 27th St,53221,55079,1.0,1.0,1.0,950172,-4669,13436,8293,5143,2609,-12441,-9832,20,14.10594048,8.706502265,5.3994382189999985,2.73908892,-13.06132819,-10.32223927,7685201.0
83,Georgia-Augusta,1323 Augusta West Parkway,30909,26318,1.0,1.0,1.0,1215172,6029,14110,10739,3371,1049,1630,2679,-21,128.24401899999998,130.7039173,-2.459898234,11.56164808,40.63241089,52.19405897,
84,Wisconsin-Wauwatosa,3201 N Mayfair Rd,53222,55079,1.0,1.0,1.0,950172,-4669,13436,8293,5143,2609,-12441,-9832,20,14.10594048,8.706502265,5.3994382189999985,2.73908892,-13.06132819,-10.32223927,
85,Illinois-Elmhurst,265 Illinois 83,60126,34074,1.0,1.0,1.0,6153710,-24318,76420,47822,28598,20962,-74034,-53072,156,45.41817189,37.4807682,7.937403685,10.81387105,-7.789907102000001,3.023963947,
86,Illinois-Schaumburg West,101 Barrington Rd,60194,17031,1.0,1.0,1.0,5223445,-23327,65900,41540,24360,17899,-65682,-47783,96,34.11558653,30.73144869,3.384137834,7.523013731,1.18340021,8.706413944,
87,Illinois-Aurora,956 N Route 59,60504,51225,1.0,1.0,1.0,1640178,4461,19148,10580,8568,3471,-7648,-4177,70,56.13909147,35.30347114,20.83562032,5.628898852000001,66.12939418,71.75829302,
88,Illinois-Geneva,2100 South Randall Road,60134,17089,1.0,1.0,1.0,539792,1769,6691,3316,3375,202,-1813,-1611,5,23.50300982,15.02346699,8.47954282,-0.285435937,24.67270161,24.38726567,
89,Illinois-Lake in the Hills,101 Randall Rd,60156,17111,1.0,1.0,1.0,313705,576,3200,2175,1025,86,-530,-444,-5,23.63749556,17.492529100000002,6.14496646,0.279686621,-17.60031194,-17.32062531,
90,Wisconsin-Grand Chute,3820 W Wisconsin Ave,54914,110226,1.0,1.0,,651464,575,7955,6025,1930,837,-2181,-1344,-11,46.17633011,38.0003048,8.176025315,4.09185571,-8.679403402,-4.587547693,
91,Georgia-Athens,2656 Atlanta Hwy,30606,26278,1.0,1.0,1.0,306043,3856,3115,2731,384,700,2761,3461,11,75.70821013,74.57137281,1.136837334,10.93816402,51.32169406,62.25985809,
92,Georgia-Pooler,300 Tanger Outlet Blvd,31322,13051,1.0,1.0,,360498,2241,4436,3194,1242,522,499,1021,-22,21.86039769,18.9263307,2.934066987,1.645354561,19.81430389,21.45965845,
93,Georgia-Buford,1605 Buford Hwy,30518,26274,1.0,1.0,1.0,1181382,15795,15539,6477,9062,3965,2805,6770,-37,49.06707806,40.80547416,8.261603894,9.254465246,-14.12270597,-4.86824073,9483031.0
94,Georgia-Snellville,2420 Wisteria Dr SW,30078,13135,1.0,1.0,1.0,918186,13224,11955,4271,7684,3482,2103,5585,-45,13.11467857,4.685302565,8.429376002,3.819766689,2.306998664,6.126765353,7991578.0
95,Tennessee-Chattanooga,482 McBrien Rd,37412,47065,1.0,1.0,1.0,1560400,13239,19495,14389,5106,2777,5391,8168,-35,116.81444779999998,110.0768925,6.737555376,8.589509769,19.01628478,27.60579454,8201875.0
96,Indiana-Evansville,101 N Green River Rd.,47715,18163,1.0,1.0,,180954,-473,2186,2017,169,109,-742,-633,-9,12.06465019,11.13193021,0.932719983,0.601576794,-4.095137438,-3.493560645,
97,Georgia-Norcross,1887 Willow Trail Pkwy NW,30093,13135,1.0,1.0,1.0,918186,13224,11955,4271,7684,3482,2103,5585,-45,13.11467857,4.685302565,8.429376002,3.819766689,2.306998664,6.126765353,8072844.0
98,Tennessee-Mt. Juliet,535 Pleasant Grove Rd,37122,141375,1.0,1.0,1.0,1511444,16933,19745,12562,7183,3748,6030,9778,-28,96.54013654,78.10162988,18.43850667,8.594407367999999,67.58373508,76.17814245,
99,Wisconsin-Madison East,2201 Zeier Rd,53704,55025,1.0,1.0,,537453,6157,6070,3330,2740,2031,1388,3419,-2,11.35907496,6.231584777999999,5.127490178,3.800705311,2.597429331,6.3981346420000005,
100,Georgia-Kennesaw,2875 George Busbee Pkwy NW,30144,13067,1.0,1.0,1.0,752649,4471,9379,4216,5163,2286,-2970,-684,-8,12.49844253,5.618235812999999,6.880206713,3.046320462,-3.957817923,-0.911497461,15431128.0
101,Wisconsin-Madison West,7050 Watts Rd,53719,55025,1.0,1.0,,537453,6157,6070,3330,2740,2031,1388,3419,-2,11.35907496,6.231584777999999,5.127490178,3.800705311,2.597429331,6.3981346420000005,
102,Georgia-Stockbridge,5000 Mt Zion Pkwy,30281,39461,1.0,1.0,1.0,899977,9734,10688,7807,2881,906,5966,6872,-19,141.60750900000005,144.8830446,-3.275535534,6.039142265,53.77634091,59.81548316,
103,Tennessee-Nashville West,3701 Annex Ave,37209,94058,1.0,1.0,1.0,892705,2831,12328,7686,4642,3018,-4753,-1735,-76,37.62593333,29.49646319,8.12947015,4.459989547,9.717291437,14.17728098,
104,Georgia-Douglasville,7400 Douglas Blvd,30135,13097,1.0,1.0,1.0,1476140,17160,18073,10843,7230,2760,7196,9956,-26,133.3962524,116.328371,17.06788143,13.94632536,49.70439807,63.65072344,9066496.0
105,Tennessee-Franklin,209 S Royal Oaks Blvd,37064,94224,1.0,1.0,1.0,1691687,27609,21447,12065,9382,4831,13413,18244,-17,59.51341099,41.38568489,18.12772611,9.681469754,40.50483744,50.1863072,
106,Tennessee-Clarksville,2780 Wilma Rudolph Blvd,37040,47125,1.0,1.0,,3752791,33333,45972,30878,15094,14154,4101,18255,-16,214.0230124,197.131075,16.89193749,28.69511824,-7.395507546,21.2996107,7090017.0
107,Georgia-Warner Robins,2063 Watson Blvd,31093,13153,1.0,1.0,,307504,1963,3878,2960,918,259,799,1058,-13,58.79483399,57.05695877,1.737875214,2.093578909,22.13646942,24.23004833,6584405.0
108,Georgia-Newnan,361 Newnan Crossing Bypass,30265,13077,1.0,1.0,1.0,143153,2656,1668,1082,586,192,1874,2066,4,11.76097303,7.629120395,4.131852635,1.3537810680000002,13.2134673,14.56724837,
109,Alabama-Huntsville,1401 Memorial Pkwy NW,35816,1089,1.0,1.0,,1388776,9577,16430,13736,2694,1105,5789,6894,-11,227.9866857,196.4308958,31.5557899,22.70805964,113.3406285,136.0486881,7293928.0
110,Georgia-Columbus,3131 Manchester Expy,31909,13215,1.0,1.0,,193836,-2383,2866,1966,900,317,-3617,-3300,17,14.69536347,10.08062966,4.61473382,1.625411801,-18.54610247,-16.92069067,7481912.0
111,Illinois-O'Fallon,1287 Central Park Dr,62269,34282,1.0,1.0,1.0,1907672,9323,22334,19275,3059,1281,5003,6284,-20,271.9967988,244.2584894,27.73830938,23.11954582,127.7398438,150.85938969999995,10253582.0
112,Florida-Orange Park,1919 Wells Rd,32073,24050,1.0,1.0,1.0,1660412,20674,21520,14970,6550,4766,9339,14105,19,224.8472639,240.1202788,-15.27301489,15.23181266,6.360488124,21.59230077,12275099.0
113,Alabama-Trussville,5036 Pinnacle Square,35235,1073,1.0,1.0,1.0,3224885,7243,39254,32605,6649,4140,-3455,685,-91,288.3748414,277.0427631,11.33207828,27.07855587,20.06250526,47.14106114,4896069.0
114,Missouri-Fenton,665 Gravois Bluffs Blvd,63026,58288,1.0,1.0,1.0,4420890,5444,52629,44801,7828,6650,-8935,-2285,-99,309.526068,297.6035115,11.92255649,29.97604793,14.07816626,44.05421419,10329866.0
115,Missouri-Ballwin,13907 Manchester Road,63011,29189,1.0,1.0,1.0,1196005,-1799,13375,12196,1179,2510,-5480,-2970,-8,21.15122653,20.56074832,0.590478209,2.897492063,-5.984339006,-3.0868469430000003,
116,Missouri-O'Fallon,20 O'Fallon Square,63366,29183,1.0,1.0,1.0,395130,4589,4563,2985,1578,624,2404,3028,-17,11.615549,7.598600432,4.01694857,1.588451146,6.119609862000001,7.708061008,8192195.0
117,Alabama-Hoover,5501 Grove Blvd,35226,1073,1.0,1.0,1.0,3224885,7243,39254,32605,6649,4140,-3455,685,-91,288.3748414,277.0427631,11.33207828,27.07855587,20.06250526,47.14106114,7549332.0
118,Alabama-Montgomery,1500 Eastdale Mall,36117,1101,1.0,1.0,,3752791,33333,45972,30878,15094,14154,4101,18255,-16,214.0230124,197.131075,16.89193749,28.69511824,-7.395507546,21.2996107,6167703.0
119,Iowa-Waterloo,2060 Crossroads Blvd #2001,50702,19013,1.0,1.0,,132238,-839,1674,1295,379,323,-1548,-1225,7,12.61896237,9.761981041,2.856981324,2.434841603,-11.66914799,-9.234306391,5115481.0
120,Florida-Lake Mary,3750 Flagg Ln,32746,12117,1.0,1.0,1.0,495899,6390,5147,4050,1097,2511,2801,5312,-19,35.78718465,39.1215129,-3.334328253,5.461931626,-19.74690501,-14.28497339,
121,Florida-Orlando,11100 E Colonial Dr,32817,12095,1.0,1.0,1.0,5222822,42437,62756,33475,29281,28154,-14943,13211,-55,92.75278281,71.08776199,21.66502081,24.05284883,9.10203013,33.15487895,
