ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,POPESTIMATE2018,NPOPCHG_2018,BIRTHS2018,DEATHS2018,NATURALINC2018,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018,RESIDUAL2018,RBIRTH2018,RDEATH2018,RNATURALINC2018,RINTERNATIONALMIG2018,RDOMESTICMIG2018,RNETMIG2018,2018_sale
37,Pennsylvania-Coraopolis,2000 Casteel Dr,15108,42003,1.0,1.0,1.0,1217281,-2860,12859,13880,-1021,2540,-4330,-1790,-49,10.551312,11.3890824,-0.837770398,2.084169258,-3.552934207,-1.468764949,12944630.0
38,Ohio-Niles,5555 Youngstown-Warren Rd,44446,39155,1.0,1.0,1.0,198539,-1742,2050,2597,-547,6,-1202,-1196,1,10.28032697,13.02341909,-2.743092122,0.030088762,-6.027781957,-5.997693195,5370206.0
39,Ohio-Mentor,7980 Plaza Blvd,44060,78140,1.0,1.0,1.0,2017960,8736,21035,19479,1556,2349,4769,7118,62,128.71036750000002,135.2325627,-6.522195207,5.673969613,55.93511676,61.60908639,
40,Ohio-North Canton,4932 Portage St NW,44720,78304,1.0,1.0,1.0,1021619,204,11191,10590,601,943,-1309,-366,-31,67.62546094,47.21843227,20.40702867,9.495745632,-6.393977808,3.101767825,
41,Ohio-Elyria,5223 Cobblestone Rd,44035,39093,1.0,1.0,1.0,309052,1611,3201,3156,45,610,975,1585,-19,10.38454613,10.23855908,0.145987059,1.97893569,3.163052946,5.141988636000001,12120196.0
42,North Carolina-Raleigh,4700 Green Rd - Corner of Capital & Millbrook,27604,37183,1.0,1.0,1.0,1091273,19567,12871,6018,6853,3334,9362,12696,18,11.90117888,5.564547782999999,6.336631099999999,3.082785362,8.656579652000001,11.73936502,15622903.0
43,Michigan-Roseville,32123 Gratiot Ave.,48066,26099,1.0,1.0,1.0,872795,1431,9169,8716,453,1312,-302,1010,-32,10.5139497,9.994501648,0.519448055,1.504449996,-0.346298703,1.158151292,9695970.0
44,Michigan-Utica,45160 Utica Park Blvd,48315,26099,1.0,1.0,1.0,872795,1431,9169,8716,453,1312,-302,1010,-32,10.5139497,9.994501648,0.519448055,1.504449996,-0.346298703,1.158151292,10232434.0
45,North Carolina-Durham,4215 University Dr,27707,74198,1.0,1.0,1.0,5573106,38131,66166,37424,28742,25854,-16490,9364,25,105.2809201,76.49750759,28.78341252,24.84734878,22.94836826,47.79571704,8913211.0
46,Michigan-Troy,200 W 14 Mile Rd,48083,26125,1.0,1.0,1.0,1256694,678,13045,10917,2128,3625,-5064,-1439,-11,10.38321175,8.689422974,1.693788778,2.885330977,-4.0307078810000005,-1.145376904,
47,Michigan-Bloomfield Hills,2101 S Telegraph Rd,48302,26125,1.0,1.0,1.0,1256694,678,13045,10917,2128,3625,-5064,-1439,-11,10.38321175,8.689422974,1.693788778,2.885330977,-4.0307078810000005,-1.145376904,
48,Ohio-Columbus,6060 E Main St,43213,39049,1.0,1.0,1.0,2292747,16815,29603,19866,9737,4529,2587,7116,-38,270.3186604,249.0431794,21.27548097,13.13542125,50.36848193,63.50390319,
49,Michigan-Wixom,10800 Assembly Park Dr,48393,26125,1.0,1.0,1.0,1256694,678,13045,10917,2128,3625,-5064,-1439,-11,10.38321175,8.689422974,1.693788778,2.885330977,-4.0307078810000005,-1.145376904,13622879.0
50,Ohio-Columbus-North,1160 Gemini Pl,43240,39041,1.0,1.0,1.0,989040,4223,10844,9238,1606,2038,580,2618,-1,61.89040834,61.75764801,0.132760324,6.805400627,-3.49952327,3.3058773560000003,11411424.0
51,North Carolina-Greensboro,6103 Landmark Center Blvd,27407,37081,1.0,1.0,1.0,532607,4364,6155,4547,1608,1187,1582,2769,-13,11.60390253,8.572371212,3.031531319,2.237828157,2.982514022,5.220342178,12683113.0
52,Ypsilanti,3100 Washtenaw Ave,48197,26161,1.0,1.0,1.0,369483,676,3487,2406,1081,1208,-1622,-414,9,9.446152596000001,6.517764022000001,2.928388574,3.272426824,-4.393937342,-1.121510518,5961642.0
53,Ohio-Hilliard,3599 Park Mill Run Dr,43026,78146,1.0,1.0,1.0,3689408,24700,45976,33667,12309,5478,6961,12439,-48,492.62113110000007,436.370889,56.25024215,25.14692034,117.45881570000002,142.605736,13056819.0
54,Ohio-Toledo,2244 S Reynolds Rd,43614,39095,1.0,1.0,,438229,-1343,5597,4716,881,263,-2477,-2214,-10,26.60744967,22.04568863,4.561761037,0.382576762,1.6730186000000002,2.055595363,7374509.0
55,Michigan-Saginaw,5417 Bay Rd,48604,52162,1.0,1.0,,480733,-13,5497,5424,73,563,-647,-84,-2,33.46602675,33.9322625,-0.466235749,3.009928608,-3.839773603,-0.829844995,7093742.0
56,Ohio-Huber Heights,8221 Troy Pike,45424,117279,1.0,1.0,1.0,4747572,32228,55720,41728,13992,10721,7513,18234,2,393.2966849,373.70344730000005,19.59323758,31.11285888,85.03268248,116.1455414,
57,Ohio-Beavercreek,4480 Indian Ripple Road,45440,78170,1.0,1.0,1.0,4572147,31296,53781,39919,13862,10640,6784,17424,10,360.1674839,343.0579798,17.10950413,29.58424759,77.86220016,107.4464478,9309957.0
58,North Carolina-Concord,7965 Lyles Ln NW,28027,37025,1.0,1.0,1.0,211597,4609,2557,1653,904,196,3503,3699,6,12.21735132,7.898037436,4.319313879,0.936488407,16.73734128,17.67382969,11561748.0
59,North Carolina-Charlotte Mecklenburg,900 Metropolitan Avenue,28204,37119,,,,1124374,15553,15022,7159,7863,4688,2983,7671,19,23.72250369,22.06035297,1.662150721,4.2536081910000005,6.265245151,10.51885334,
60,Ohio-Loveland,9570 Fields Ertel Rd,45140,117251,1.0,1.0,1.0,2612672,18674,30891,23957,6934,3202,8583,11785,-45,271.8971934,260.3260681,11.57112539,18.95024078,36.4411569,55.39139771,
61,North Carolina-Charlotte,11415 Carolina Place Pkwy,28134,37119,1.0,1.0,1.0,1124374,15553,15022,7159,7863,4688,2983,7671,19,23.72250369,22.06035297,1.662150721,4.2536081910000005,6.265245151,10.51885334,16815665.0
62,Ohio-Springdale,11925 Commons Dr,45246,78078,,,,2306114,13526,27670,21713,5957,3123,4483,7606,-37,195.4216564,202.5086051,-7.086948647000001,14.64684396,-6.664045812,7.982798151,8279778.0
63,Ohio-Cincinnati,4825 Marburg Ave,45209,39061,1.0,1.0,1.0,1572114,11714,19540,14343,5197,2566,3965,6531,-14,107.4763678,108.4771579,-1.000790046,11.20711868,2.346836217,13.55395491,
64,Tennessee-Johnson City,3019 Peoples St,37604,94198,1.0,1.0,,2763405,18630,29656,25044,4612,2485,11573,14058,-40,376.6263324,384.3695256,-7.743193227999999,13.242131099999998,47.11012875,60.35225986,
65,Michigan-Kalamazoo,4620 Stadium Dr,49008,26077,1.0,1.0,,264680,1682,3024,2167,857,316,514,830,-5,11.46153525,8.213342228,3.248193027,1.197700113,1.948157778,3.1458578910000004,7572219.0
66,Kentucky-Florence,4874 Houston Rd,41042,42132,1.0,1.0,1.0,688555,3156,8362,5547,2815,569,-218,351,-10,103.7329946,84.54428243,19.18871215,3.653785611,-28.7844493,-25.13066369,9519053.0
67,Michigan-Georgetown Township,334 Chicago Dr,49428,26139,1.0,1.0,,367648,3259,4034,3029,1005,304,1965,2269,-15,39.93243683,46.83451403,-6.9020771960000005,1.3758503080000002,7.6904105939999985,9.066260902,8935201.0
68,Kentucky-Lexington,1996 Pavilion Way,40509,42116,1.0,1.0,,3865519,52508,45486,33366,12120,439,39803,40242,146,263.0453119,247.255744,15.78956783,11.38208643,4.248826571,15.63091299,12012113.0
69,Indiana-Noblesville,301 Noble Creek Dr,46060,36152,1.0,1.0,1.0,2968775,19599,35913,28144,7769,3515,8339,11854,-24,329.77883849999995,295.8048674,33.97397114,23.21861777,69.43716997,92.65578775,11155311.0
70,South Carolina-Greenville,35 Park Woodruff Dr,29607,45045,1.0,1.0,1.0,514621,7790,6325,4510,1815,1670,4297,5967,8,12.38433132,8.830566683999999,3.5537646410000003,3.269855069,8.413513312000001,11.68336838,11769382.0
71,Indiana-Indianapolis NW,3015 W 86th St,46268,54165,1.0,1.0,1.0,4158607,32471,52320,39854,12466,8737,11310,20047,-42,386.6127618,388.6664085,-2.053646626,23.26418578,-4.090253791,19.173932,
72,Indiana-Greenwood,7667 Shelby St,46227,18097,1.0,1.0,1.0,2064230,18285,26705,21437,5268,5584,7459,13043,-26,189.1846588,204.5211357,-15.33647684,8.294815089,21.7206645,30.01547959,
73,Kentucky-Jeffersontown,11501 Bluegrass Pkwy,40299,42140,1.0,1.0,1.0,3305261,107,39377,33047,6330,2208,-8405,-6197,-26,284.0087316000001,274.67585110000005,9.33288039,14.33907026,-5.063570262,9.275500006,16416179.0
74,South Carolina-Charleston,6185 Rivers Ave,29406,90034,1.0,1.0,1.0,744640,13018,8934,6239,2695,655,9627,10282,41,36.35305544,25.43628571,10.91676973,1.906853068,46.52159898,48.42845205,11417133.0
75,Indiana-Avon,216 Gable Crossing Dr,46123,18063,1.0,1.0,1.0,166908,3286,1737,1183,554,302,2430,2732,0,10.5103924,7.158200466,3.352191934,1.827368166,14.70365776,16.53102593,
76,Indiana-Lafayette,3530 State Road 38,47905,54195,1.0,1.0,,1113335,4508,11963,10715,1248,2406,883,3289,-29,244.1862756,247.969054,-3.782778494,16.58718751,-18.29784913,-1.710661623,6142845.0
77,Tennessee-Farragut,11501 Parkside Dr,37934,47093,1.0,1.0,1.0,701781,4038,7863,7289,574,962,2498,3460,4,104.3858523,97.51761758,6.8682346910000005,5.134053142,-30.05354166,-24.91948852,6278644.0
78,Indiana-Merrillville,101 W Lincoln Hwy,46410,18089,1.0,1.0,,1924015,8672,20099,18634,1465,2325,4814,7139,68,118.7436962,126.2348734,-7.491177137,5.418413939,56.41428365,61.8326976,7658512.0
79,Indiana-Bloomington,3175 W 3rd St,47404,36224,1.0,1.0,,1588045,1721,16172,15018,1154,3974,-3378,596,-29,193.7648081,208.6830004,-14.91819227,17.65060912,-6.087714271,11.56289486,
80,Kentucky-Elizabethtown,1811 North Dixie Hwy,42701,21093,1.0,1.0,1.0,245327,1987,3025,2482,543,15,1439,1454,-10,65.82297398,71.34828587,-5.525311862000001,0.964214667,10.14398954,11.1082042,6421962.0
81,Illinois-Crestwood,13180 S Cicero Avenue,60445,17031,1.0,1.0,1.0,5194556,-28889,63206,41502,21704,12512,-63195,-50683,90,32.37418594,26.81892826,5.5552576810000005,6.468764857999999,-17.40717574,-10.93841088,
82,Wisconsin-Greenfield,4601 S 27th St,53221,55079,1.0,1.0,1.0,946969,-3203,13243,8408,4835,2166,-10217,-8051,13,13.96100764,8.863864099,5.097143544,2.28343597,-10.77094428,-8.487508308999999,7063444.0
83,Georgia-Augusta,1323 Augusta West Parkway,30909,26318,1.0,1.0,1.0,1218733,3561,13955,11413,2542,650,394,1044,-25,126.8024889,127.6436977,-0.8412088590000001,7.898126105,32.27202153,40.17014764,6505659.0
84,Wisconsin-Wauwatosa,3201 N Mayfair Rd,53222,55079,1.0,1.0,1.0,946969,-3203,13243,8408,4835,2166,-10217,-8051,13,13.96100764,8.863864099,5.097143544,2.28343597,-10.77094428,-8.487508308999999,
85,Illinois-Elmhurst,265 Illinois 83,60126,34074,1.0,1.0,1.0,6121803,-31907,73577,47974,25603,14626,-72276,-57650,140,43.54073560000001,33.7873893,9.753346307000001,8.744927812,-27.18477072,-18.4398429,3830947.0
86,Illinois-Schaumburg West,101 Barrington Rd,60194,17031,1.0,1.0,1.0,5194556,-28889,63206,41502,21704,12512,-63195,-50683,90,32.37418594,26.81892826,5.5552576810000005,6.468764857999999,-17.40717574,-10.93841088,
87,Illinois-Aurora,956 N Route 59,60504,51225,1.0,1.0,1.0,1640964,786,18634,10858,7776,2302,-9344,-7042,52,53.34743349,34.35420971,18.99322378,3.966326427,44.02510267,47.99142910000001,
88,Illinois-Geneva,2100 South Randall Road,60134,17089,1.0,1.0,1.0,540397,605,6380,3479,2901,16,-2317,-2301,5,21.71083368,14.83590872,6.874924957,-0.618587694,15.23756663,14.61897894,7016623.0
89,Illinois-Lake in the Hills,101 Randall Rd,60156,17111,1.0,1.0,1.0,314059,354,3177,2258,919,20,-582,-562,-3,21.21582443,16.55514794,4.66067649,0.064928108,-17.48764612,-17.42271801,
90,Wisconsin-Grand Chute,3820 W Wisconsin Ave,54914,110226,1.0,1.0,,651926,462,7543,6048,1495,624,-1650,-1026,-7,44.2975325,36.90150159,7.39603092,2.768489445,-8.584722092,-5.8162326470000005,
91,Georgia-Athens,2656 Atlanta Hwy,30606,26278,1.0,1.0,1.0,308569,2526,3178,2735,443,660,1435,2095,-12,75.02680935,71.58734781,3.439461558,9.867236501,32.64610146,42.51333797,
92,Georgia-Pooler,300 Tanger Outlet Blvd,31322,13051,1.0,1.0,,362293,1795,4279,3186,1093,422,295,717,-15,21.99163934,18.63918347,3.352455876,1.396601935,21.59332039,22.98992233,3785493.0
93,Georgia-Buford,1605 Buford Hwy,30518,26274,1.0,1.0,1.0,1193186,11804,15158,6714,8444,3404,-45,3359,1,48.63811459,29.91767823,18.72043636,7.444123743,-7.582281997999999,-0.138158256,10483734.0
94,Georgia-Snellville,2420 Wisteria Dr SW,30078,13135,1.0,1.0,1.0,927337,9151,11572,4554,7018,3036,-903,2133,0,12.54061857,4.935186394,7.605432173,3.290124263,-0.97858439,2.311539872,8491346.0
95,Tennessee-Chattanooga,482 McBrien Rd,37412,47065,1.0,1.0,1.0,1572114,11714,19540,14343,5197,2566,3965,6531,-14,107.4763678,108.4771579,-1.000790046,11.20711868,2.346836217,13.55395491,8844276.0
96,Indiana-Evansville,101 N Green River Rd.,47715,18163,1.0,1.0,,181120,166,2117,1907,210,216,-253,-37,-7,11.69374216,10.53375829,1.159983871,1.193126267,-1.397504378,-0.204378111,
97,Georgia-Norcross,1887 Willow Trail Pkwy NW,30093,13135,1.0,1.0,1.0,927337,9151,11572,4554,7018,3036,-903,2133,0,12.54061857,4.935186394,7.605432173,3.290124263,-0.97858439,2.311539872,8982743.0
98,Tennessee-Mt. Juliet,535 Pleasant Grove Rd,37122,141375,1.0,1.0,1.0,1529504,18060,19778,12957,6821,4376,6895,11271,-32,95.09194826,79.8781497,15.21379857,9.715577552000001,61.6324899,71.34806744,
99,Wisconsin-Madison East,2201 Zeier Rd,53704,55025,1.0,1.0,,541948,4495,5727,3380,2347,1029,1119,2148,0,10.61144098,6.262732756,4.348708219,1.90661302,2.073372176,3.979985196,
100,Georgia-Kennesaw,2875 George Busbee Pkwy NW,30144,13067,1.0,1.0,1.0,756070,3421,9087,4593,4494,1858,-2924,-1066,-7,12.04598073,6.088608946,5.9573717839999984,2.463016639,-3.87613598,-1.413119342,16849124.0
101,Wisconsin-Madison West,7050 Watts Rd,53719,55025,1.0,1.0,,541948,4495,5727,3380,2347,1029,1119,2148,0,10.61144098,6.262732756,4.348708219,1.90661302,2.073372176,3.979985196,
102,Georgia-Stockbridge,5000 Mt Zion Pkwy,30281,39461,1.0,1.0,1.0,909722,9745,10814,8018,2796,761,6205,6966,-17,140.6282042,142.41898759999995,-1.790783388,4.215235642,35.94096252,40.15619816,
103,Tennessee-Nashville West,3701 Annex Ave,37209,94058,1.0,1.0,1.0,897376,4671,12183,7789,4394,3529,-3203,326,-49,36.12900333,29.89070757,6.238295766,5.186878791,4.035351985,9.222230774,
104,Georgia-Douglasville,7400 Douglas Blvd,30135,13097,1.0,1.0,1.0,1493711,17571,17878,10812,7066,2343,8186,10529,-24,137.9924207,112.03030990000002,25.96211081,8.076006162999999,55.16986451,63.24587068,9244435.0
105,Tennessee-Franklin,209 S Royal Oaks Blvd,37064,94224,1.0,1.0,1.0,1722297,30610,21399,12504,8895,5017,16696,21713,2,58.12492224,42.03532265,16.08959961,9.813828162,47.37234358,57.18617174,
106,Tennessee-Clarksville,2780 Wilma Rudolph Blvd,37040,47125,1.0,1.0,,3780277,27486,45357,31661,13696,10104,3657,13761,29,210.2223792,188.0980255,22.12435367,22.15017551,8.538849943999999,30.68902547,7954756.0
107,Georgia-Warner Robins,2063 Watson Blvd,31093,13153,1.0,1.0,,310167,2663,3788,3060,728,197,1748,1945,-10,54.95895218,55.23930406,-0.280351892,1.379032707,20.57531003,21.95434274,7041601.0
108,Georgia-Newnan,361 Newnan Crossing Bypass,30265,13077,1.0,1.0,1.0,145998,2845,1690,1076,614,180,2049,2229,2,11.68939412,7.442478152,4.246915971,1.245024226,14.17252577,15.41755,2497158.0
109,Alabama-Huntsville,1401 Memorial Pkwy NW,35816,1089,1.0,1.0,,1396661,7885,16373,13801,2572,949,4374,5323,-10,222.3024707,187.3277095,34.97476118,12.01149909,67.09033375,79.10183284,8002360.0
110,Georgia-Columbus,3131 Manchester Expy,31909,13215,1.0,1.0,,194169,333,2809,2013,796,188,-648,-460,-3,14.47919486,10.37615495,4.103039909,0.969059677,-3.340163142,-2.371103465,6092596.0
111,Illinois-O'Fallon,1287 Central Park Dr,62269,34282,1.0,1.0,1.0,1915095,7423,22074,19244,2830,998,3612,4610,-17,265.83128230000005,232.1646816,33.66660075,11.91890208,74.86813196,86.78703404,10606627.0
112,Florida-Orange Park,1919 Wells Rd,32073,24050,1.0,1.0,1.0,1678140,17728,21534,15483,6051,3359,8299,11658,19,218.9066511,214.1157583,4.790892777,7.399918138999999,-30.50827172,-23.10835358,12258448.0
113,Alabama-Trussville,5036 Pinnacle Square,35235,1073,1.0,1.0,1.0,3224252,-633,38584,32389,6195,2216,-9019,-6803,-25,274.1747802,266.5160277,7.658752487,14.43827784,-12.67775199,1.760525862,7265699.0
114,Missouri-Fenton,665 Gravois Bluffs Blvd,63026,58288,1.0,1.0,1.0,4419156,-1734,51751,45004,6747,4125,-12567,-8442,-39,295.1230199,287.5863063,7.536713513,16.6756718,-16.23298711,0.442684693,10675805.0
115,Missouri-Ballwin,13907 Manchester Road,63011,29189,1.0,1.0,1.0,1194904,-1101,13167,12615,552,1909,-3548,-1639,-14,20.94823963,21.07027861,-0.122038974,2.237393956,-3.555235125,-1.317841169,
116,Missouri-O'Fallon,20 O'Fallon Square,63366,29183,1.0,1.0,1.0,398780,3650,4296,2956,1340,514,1801,2315,-5,10.82238541,7.446687912000001,3.375697497,1.2948571000000002,4.537038203,5.831895303,8897397.0
117,Alabama-Hoover,5501 Grove Blvd,35226,1073,1.0,1.0,1.0,3224252,-633,38584,32389,6195,2216,-9019,-6803,-25,274.1747802,266.5160277,7.658752487,14.43827784,-12.67775199,1.760525862,9004224.0
118,Alabama-Montgomery,1500 Eastdale Mall,36117,1101,1.0,1.0,,3780277,27486,45357,31661,13696,10104,3657,13761,29,210.2223792,188.0980255,22.12435367,22.15017551,8.538849943999999,30.68902547,5232813.0
119,Iowa-Waterloo,2060 Crossroads Blvd #2001,50702,19013,1.0,1.0,,131723,-515,1704,1217,487,187,-1190,-1003,1,12.91099822,9.221059172,3.689939044,1.4168759780000002,-9.016483496000001,-7.599607517999999,4741364.0
